DBN,sch.name,sch.pop,sch.rig.instr,sch.coll.teach,sch.support.env,sch.eff.lead,sch.fam.inv,sch.trust,sch.ela,sch.mth,sch.ell,sch.iep,sch.contained,sch.ENI,sch.tmp.hous,sch.HRA,sch.eth.aapi,sch.eth.bl,sch.eth.his,sch.eth.wh,sch.princ.yrs,sch.teach.3plus,sch.st.att,sch.abs.18plus,sch.tch.att,sch.coll.3sem,sch.grad
18K566,Brooklyn Generation School,189,0.77,0.8,0.7,0.89,0.91,0.9,2.58,2.16,0.122,0.238,0.005,0.75,0.116,0.64,0.005,0.81,0.122,0.048,1.6,0.95,0.899,0.23,0.968,0.459,0.77
18K567,Brooklyn Theatre Arts High School,350,0.71,0.8,0.62,0.81,0.86,0.84,2.59,2.29,0.023,0.174,0.006,0.79,0.109,0.706,0.023,0.837,0.103,0.02,6.9,0.722,0.81,0.565,0.955,0.364,0.85
18K569,Kurt Hahn Expeditionary Learning School,294,0.65,0.7,0.68,0.78,0.87,0.83,2.51,2.19,0.071,0.289,0.02,0.75,0.116,0.66,0.007,0.891,0.065,0.017,4.9,0.808,0.87,0.402,0.96,0.471,0.75
18K576,Victory Collegiate High School,341,0.71,0.7,0.66,0.81,0.87,0.89,2.55,2.32,0.067,0.255,0.009,0.77,0.106,0.683,0.018,0.824,0.106,0.041,3.3,0.75,0.854,0.523,0.966,0.379,0.79
18K617,High School for Innovation in Advertising and Medi,240,0.74,0.8,0.7,0.7,0.95,0.9,2.54,2.39,0.092,0.225,0.054,0.72,0.075,0.629,0.017,0.808,0.117,0.046,11.1,0.5,0.828,0.549,0.974,0.375,0.84
18K629,Cultural Academy for the Arts and Sciences,282,0.75,0.72,0.69,0.79,0.87,0.85,2.53,2.31,0.117,0.22,0.014,0.74,0.11,0.638,0.014,0.84,0.096,0.025,2.9,0.727,0.853,0.42,0.961,0.382,0.71
18K633,High School for Medical Professions,460,0.77,0.77,0.7,0.83,0.97,0.87,2.88,2.65,0.043,0.152,0.002,0.71,0.089,0.598,0.03,0.789,0.13,0.037,5.9,0.75,0.894,0.351,0.96,0.768,0.89
18K637,Academy for Conservation and the Environment,300,0.85,0.93,0.73,0.95,0.94,0.95,2.65,2.4,0.133,0.177,0.003,0.77,0.16,0.673,0.06,0.753,0.097,0.063,7.9,0.478,0.858,0.413,0.982,0.563,0.87
18K642,Urban Action Academy,264,0.67,0.54,0.52,0.62,0.83,0.78,2.46,2.27,0.231,0.159,0.045,0.8,0.11,0.682,0.027,0.765,0.117,0.091,1,0.882,0.786,0.612,0.927,0.463,0.65
19K404,Academy for Young Writers,336,0.78,0.75,0.68,0.77,0.93,0.83,2.89,2.39,0.039,0.196,0.003,0.79,0.11,0.693,0.006,0.705,0.265,0.015,2.9,0.771,0.873,0.449,0.951,0.699,0.92
19K409,East New York Family Academy,289,0.86,0.86,0.72,0.89,0.92,0.92,2.78,2.66,0.031,0.228,0,0.8,0.114,0.709,0.042,0.623,0.304,0.007,5.7,0.872,0.883,0.409,0.96,0.635,0.95
19K422,Spring Creek Community School,303,0.77,0.7,0.67,0.76,0.89,0.8,2.69,2.45,0.033,0.224,0.013,0.77,0.099,0.653,0.01,0.716,0.231,0.01,7.1,0.66,0.879,0.377,0.962,N<15,0.97
19K502,FDNY - Captain Vernon A. Richard High School for F,277,0.81,0.88,0.75,0.95,0.91,0.91,2.46,2.2,0.04,0.274,0.051,0.85,0.199,0.762,0.014,0.697,0.264,0.007,11.9,0.8,0.743,0.584,0.965,0.321,0.82
19K504,High School for Civil Rights,239,0.8,0.83,0.73,0.85,0.87,0.9,2.35,2.2,0.117,0.268,0,0.87,0.238,0.736,0.021,0.682,0.268,0.017,0.1,0.923,0.786,0.588,0.965,0.224,0.63
19K507,Performing Arts and Technology High School,409,0.74,0.8,0.71,0.81,0.87,0.87,2.62,2.35,0.181,0.23,0.049,0.86,0.166,0.736,0.017,0.599,0.364,0.01,6.1,0.741,0.872,0.302,0.959,0.309,0.93
19K510,World Academy for Total Community Health High Scho,250,0.78,0.88,0.7,0.92,0.84,0.9,2.54,2.27,0.152,0.212,0.004,0.88,0.304,0.788,0.04,0.704,0.216,0.02,5.8,0.789,0.766,0.621,0.977,0.242,0.74
19K583,Multicultural High School,267,0.85,0.82,0.79,0.86,0.91,0.88,1.84,1.95,0.876,0.015,0.004,0.99,0.112,0.734,0,0.019,0.981,0,7.9,0.5,0.898,0.295,0.966,0.321,0.81
19K615,Transit Tech Career and Technical Education High S,676,0.69,0.78,0.6,0.83,0.86,0.84,2.58,2.37,0.062,0.253,0.003,0.79,0.132,0.683,0.049,0.595,0.296,0.024,5.9,0.902,0.804,0.45,0.962,0.311,0.71
19K618,Academy of Innovative Technology,422,0.81,0.81,0.7,0.85,0.91,0.9,2.71,2.55,0.116,0.206,0.009,0.77,0.095,0.675,0.062,0.391,0.486,0.026,1.9,0.743,0.886,0.364,0.963,0.364,0.95
19K639,Brooklyn Lab School,430,0.78,0.85,0.69,0.89,0.9,0.9,2.48,2.26,0.353,0.202,0.007,0.88,0.144,0.758,0.116,0.233,0.574,0.053,2.9,0.793,0.831,0.483,0.966,0.326,0.71
19K659,Cypress Hills Collegiate Preparatory School,302,0.83,0.86,0.75,0.91,0.93,0.91,2.52,2.38,0.215,0.195,0,0.83,0.119,0.735,0.119,0.185,0.649,0.03,6.9,0.8,0.862,0.472,0.966,0.387,0.85
19K660,W. H. Maxwell Career and Technical Education High,376,0.81,0.88,0.71,0.92,0.89,0.92,2.46,2.21,0.088,0.33,0.016,0.89,0.184,0.822,0.024,0.646,0.29,0.021,10.9,0.939,0.767,0.583,0.956,0.279,0.83
19K683,School for Classics High School,270,0.82,0.86,0.76,0.9,0.87,0.94,2.51,2.17,0.267,0.211,0.033,0.9,0.163,0.804,0.126,0.43,0.37,0.044,0.9,0.684,0.81,0.522,0.956,0.317,0.7
19K764,The Urban Assembly School for Collaborative Health,338,0.8,0.8,0.65,0.9,0.9,0.88,2.79,2.47,0.186,0.109,0.003,0.81,0.121,0.692,0.133,0.337,0.441,0.036,3.1,0.5,0.86,0.431,0.962,N<15,0.85
20K445,New Utrecht High School,3427,0.76,0.83,0.7,0.87,0.83,0.89,2.87,3.03,0.198,0.16,0.047,0.78,0.085,0.652,0.407,0.029,0.302,0.254,11.7,0.829,0.875,0.301,0.968,0.615,0.78
20K485,High School of Telecommunication Arts and Technolo,1235,0.84,0.82,0.78,0.86,0.86,0.91,3.02,3.1,0.085,0.182,0.025,0.75,0.04,0.657,0.208,0.06,0.499,0.2,5.5,0.644,0.943,0.157,0.966,0.657,0.91
20K490,Fort Hamilton High School,4559,0.81,0.88,0.7,0.9,0.79,0.86,3.09,3.14,0.15,0.148,0.04,0.72,0.069,0.6,0.279,0.032,0.314,0.356,6.8,0.815,0.907,0.247,0.964,0.559,0.8
20K505,Franklin Delano Roosevelt High School,3214,0.73,0.7,0.67,0.69,0.77,0.78,2.79,2.82,0.333,0.143,0.053,0.87,0.131,0.721,0.383,0.099,0.338,0.171,4.1,0.822,0.854,0.355,0.958,0.493,0.69
20K609,Urban Assembly School for Criminal Justice,327,0.9,0.9,0.82,0.91,0.88,0.93,3.06,2.94,0.135,0.153,0,0.87,0.064,0.804,0.52,0.141,0.159,0.165,1.9,0.652,0.902,0.32,0.967,0.702,0.97
21K337,International High School at Lafayette,347,0.8,0.83,0.79,0.79,0.87,0.87,1.87,2.4,0.888,0.026,0,0.96,0.331,0.643,0.334,0.037,0.378,0.245,7.9,0.92,0.875,0.314,0.965,0.37,0.63
21K344,Rachel Carson High School for Coastal Studies,623,0.84,0.77,0.72,0.83,0.84,0.9,2.91,2.76,0.186,0.178,0.003,0.78,0.061,0.674,0.18,0.136,0.189,0.474,0.1,0.692,0.859,0.429,0.963,0.457,0.76
21K348,High School of Sports Management,241,0.69,0.75,0.67,0.82,0.89,0.88,2.56,2.43,0.124,0.228,0.008,0.82,0.108,0.685,0.058,0.51,0.295,0.116,1.5,0.688,0.741,0.611,0.975,0.429,0.7
21K410,Abraham Lincoln High School,1904,0.84,0.91,0.72,0.9,0.82,0.88,2.8,2.61,0.176,0.166,0.048,0.82,0.096,0.71,0.154,0.421,0.246,0.17,14.9,0.823,0.868,0.364,0.97,0.426,0.84
21K468,Kingsborough Early College School,379,0.85,0.92,0.67,0.97,0.93,0.92,3.32,3.12,0,0.172,0,0.58,0.016,0.451,0.071,0.235,0.288,0.385,4.1,0.897,0.928,0.239,0.961,0.688,0.97
21K525,Edward R. Murrow High School,3693,0.78,0.83,0.71,0.83,0.81,0.88,3.09,3.16,0.089,0.184,0.048,0.65,0.095,0.524,0.249,0.218,0.193,0.3,7.3,0.904,0.912,0.224,0.964,0.667,0.84
21K540,John Dewey High School,2203,0.8,0.81,0.72,0.83,0.78,0.87,2.88,2.95,0.177,0.129,0.032,0.8,0.09,0.692,0.308,0.314,0.229,0.128,4.1,0.69,0.919,0.195,0.967,0.611,0.79
21K559,Life Academy High School for Film and Music,286,0.65,0.67,0.57,0.82,0.74,0.74,2.76,2.56,0.098,0.245,0.007,0.79,0.105,0.685,0.115,0.311,0.416,0.143,3.8,0.8,0.838,0.481,0.964,0.385,0.91
21K572,Expeditionary Learning School for Community Leader,378,0.85,0.96,0.78,0.96,0.9,0.94,2.93,2.87,0.156,0.201,0,0.77,0.101,0.651,0.156,0.177,0.36,0.265,2.9,0.885,0.816,0.503,0.973,0.754,0.88
21K620,William E. Grady Career and Technical Education Hi,412,0.76,0.87,0.7,0.88,0.84,0.89,2.52,2.35,0.068,0.396,0.155,0.81,0.138,0.733,0.034,0.575,0.243,0.129,5.7,0.684,0.822,0.506,0.964,0.298,0.74
21K690,Brooklyn Studio Secondary School,591,0.76,0.77,0.68,0.78,0.88,0.83,2.98,2.92,0.13,0.195,0.008,0.7,0.046,0.597,0.218,0.041,0.277,0.443,8.7,0.839,0.873,0.427,0.954,0.624,0.79
22K405,Midwood High School,4156,0.79,0.69,0.72,0.73,0.8,0.78,3.51,3.57,0.027,0.116,0.023,0.64,0.075,0.533,0.351,0.283,0.127,0.214,6,0.794,0.927,0.205,0.961,0.782,0.94
22K425,James Madison High School,3797,0.81,0.84,0.7,0.88,0.91,0.87,3.11,3.09,0.137,0.155,0.043,0.65,0.067,0.539,0.203,0.152,0.17,0.467,5.9,0.777,0.935,0.136,0.965,0.752,0.82
22K535,Leon M. Goldstein High School for the Sciences,1057,0.8,0.78,0.75,0.8,0.8,0.86,3.78,3.96,0.005,0.164,0.024,0.46,0.017,0.334,0.287,0.068,0.089,0.544,6.8,0.821,0.953,0.104,0.973,0.833,0.97
22K555,Brooklyn College Academy,660,0.87,0.87,0.78,0.9,0.85,0.92,3.48,3.47,0.006,0.142,0,0.56,0.033,0.45,0.094,0.724,0.111,0.039,0.5,0.618,0.955,0.117,0.97,0.848,1
22K611,Origins High School,414,0.8,0.93,0.67,0.9,0.91,0.92,2.81,2.59,0.268,0.123,0.005,0.83,0.118,0.725,0.164,0.338,0.167,0.314,6.1,0.629,0.833,0.535,0.973,0.543,0.79
23K493,Brooklyn Collegiate: A College Board School,239,0.83,0.77,0.76,0.83,0.94,0.9,2.62,2.32,0.059,0.243,0,0.83,0.151,0.736,0.013,0.837,0.126,0.004,4.1,0.762,0.839,0.496,0.971,0.304,0.77
23K514,Frederick Douglass Academy VII High School,153,0.85,0.89,0.81,0.97,0.93,0.93,2.39,2.21,0.039,0.327,0.007,0.87,0.248,0.778,0.02,0.85,0.124,0,12.6,0.727,0.866,0.403,0.962,0.337,0.86
23K644,Eagle Academy for Young Men II,359,0.87,0.95,0.75,0.98,0.96,0.94,2.5,2.86,0.008,0.237,0,0.71,0.12,0.579,0.011,0.905,0.072,0.003,11.1,0.585,0.886,0.298,0.964,0.411,0.88
23K697,Teachers Preparatory High School,189,0.74,0.85,0.68,0.88,0.89,0.91,2.39,2.18,0.095,0.407,0.058,0.89,0.233,0.815,0.021,0.783,0.164,0.026,8.9,0.789,0.779,0.594,0.976,0.369,0.71
24Q236,International High School for Health Sciences,273,0.87,0.95,0.84,0.94,0.89,0.94,2.15,2.27,0.747,0.037,0,0.93,0.286,0.59,0.231,0.044,0.652,0.066,6.1,0.818,0.873,0.336,0.959,0.343,0.71
24Q264,Academy of Finance and Enterprise,649,0.86,0.92,0.79,0.95,0.89,0.92,3.17,3.32,0.057,0.128,0.002,0.68,0.059,0.579,0.251,0.045,0.51,0.153,7.1,0.848,0.931,0.215,0.973,0.7,0.96
24Q267,High School of Applied Communication,407,0.56,0.57,0.53,0.55,0.78,0.68,2.85,2.66,0.069,0.172,0,0.67,0.029,0.58,0.143,0.084,0.622,0.133,2.9,0.607,0.903,0.302,0.962,0.585,0.95
24Q293,Civic Leadership Academy,593,0.82,0.88,0.82,0.83,0.85,0.88,3.11,2.97,0.066,0.197,0.039,0.77,0.056,0.685,0.132,0.049,0.69,0.061,11.1,0.743,0.911,0.259,0.968,0.671,0.92
24Q296,Pan American International High School,423,0.89,0.87,0.85,0.88,0.94,0.92,1.9,1.96,0.842,0.028,0,0.95,0.182,0.624,0,0.002,0.991,0.002,4.1,0.763,0.935,0.18,0.967,0.251,0.85
24Q299,Bard High School Early College Queens,643,0.9,0.75,0.84,0.83,0.85,0.91,3.97,4.16,0.002,0.054,0,0.42,0.016,0.308,0.361,0.103,0.188,0.33,11,0.718,0.963,0.065,0.977,0.916,0.99
24Q455,Newtown High School,1805,0.88,0.92,0.8,0.94,0.87,0.93,2.72,2.62,0.239,0.137,0.021,0.79,0.109,0.656,0.254,0.08,0.596,0.048,26.9,0.841,0.89,0.267,0.96,0.417,0.72
24Q485,Grover Cleveland High School,1715,0.67,0.72,0.66,0.75,0.81,0.82,2.72,2.59,0.174,0.192,0.066,0.75,0.089,0.648,0.1,0.058,0.635,0.183,1,0.824,0.836,0.428,0.955,0.449,0.67
24Q520,Middle College High School at LaGuardia Community,508,0.85,0.84,0.79,0.84,0.89,0.88,3.02,3,0.012,0.165,0,0.74,0.026,0.687,0.081,0.026,0.821,0.067,0.9,0.885,0.932,0.19,0.956,0.454,0.84
24Q530,International High School at LaGuardia Community C,507,0.92,0.88,0.94,0.91,0.95,0.97,2.05,2.43,0.651,0.018,0,0.84,0.225,0.602,0.233,0.026,0.645,0.097,4.9,0.8,0.918,0.24,0.969,0.396,0.81
24Q550,High School for Arts and Business,784,0.85,0.93,0.81,0.93,0.92,0.92,2.97,2.91,0.099,0.163,0.001,0.75,0.073,0.67,0.089,0.075,0.761,0.05,11.9,0.863,0.912,0.247,0.962,0.57,0.95
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",491,0.81,0.78,0.75,0.84,0.86,0.87,3.06,3.12,0.031,0.181,0,0.65,0.041,0.564,0.187,0.051,0.613,0.141,4,0.878,0.918,0.228,0.954,0.676,0.99
24Q585,Maspeth High School,1212,0.86,0.86,0.77,0.88,0.84,0.85,3.33,3.35,0.03,0.154,0,0.55,0.025,0.465,0.174,0.017,0.464,0.276,8.1,0.647,0.934,0.201,0.983,0.686,0.98
24Q600,Queens Technical High School,1522,0.8,0.83,0.74,0.84,0.86,0.86,2.95,2.99,0.073,0.181,0.048,0.76,0.053,0.693,0.095,0.051,0.797,0.054,8.9,0.835,0.921,0.188,0.956,0.564,0.81
24Q610,Aviation Career & Technical Education High School,2088,0.85,0.85,0.81,0.86,0.84,0.9,3.42,3.68,0.029,0.139,0.042,0.67,0.032,0.582,0.37,0.04,0.459,0.095,2.9,0.873,0.974,0.057,0.964,0.508,0.97
25Q240,Veritas Academy,567,0.85,0.9,0.72,0.91,0.86,0.9,2.87,2.79,0.079,0.183,0.063,0.7,0.071,0.589,0.134,0.125,0.61,0.093,6.1,0.675,0.887,0.349,0.968,0.574,0.86
25Q241,Queens High School for Language Studies,424,0.86,0.94,0.84,0.98,0.84,0.95,2.99,3.16,0.226,0.064,0,0.76,0.052,0.613,0.594,0.064,0.281,0.031,5.9,0.793,0.933,0.194,0.97,0.9,0.91
25Q252,"Queens School of Inquiry, The",335,0.78,0.75,0.73,0.78,0.84,0.87,3.26,3.36,0.024,0.155,0,0.51,0.012,0.409,0.352,0.17,0.239,0.188,9,0.76,0.94,0.152,0.967,0.805,0.97
25Q263,Flushing International High School,426,0.88,0.99,0.87,0.99,0.89,0.97,1.84,2.49,0.869,0.026,0.002,0.95,0.251,0.608,0.448,0.019,0.486,0.042,7.9,0.9,0.887,0.329,0.967,0.421,0.65
25Q281,East-West School of International Studies,352,0.84,0.77,0.74,0.78,0.91,0.85,3.07,3.42,0.051,0.156,0.014,0.62,0.026,0.523,0.588,0.105,0.224,0.065,2.4,0.639,0.932,0.202,0.965,0.701,0.96
25Q285,World Journalism Preparatory: A College Board Scho,325,0.78,0.91,0.68,0.94,0.92,0.91,3.26,3.11,0.012,0.188,0,0.46,0.049,0.366,0.138,0.049,0.36,0.422,2.7,0.975,0.915,0.274,0.974,0.879,0.99
25Q425,John Bowne High School,3522,0.78,0.81,0.66,0.84,0.81,0.87,2.87,2.84,0.176,0.15,0.05,0.75,0.069,0.634,0.296,0.19,0.435,0.055,1.2,0.861,0.849,0.383,0.959,0.503,0.77
25Q460,Flushing High School,1595,0.75,0.71,0.65,0.74,0.78,0.83,2.75,2.63,0.208,0.127,0.034,0.78,0.11,0.648,0.159,0.193,0.589,0.032,1.8,0.504,0.844,0.439,0.967,0.317,0.7
25Q525,Townsend Harris High School,1182,0.88,0.77,0.86,0.75,0.84,0.83,4.15,4.29,0.001,0.043,0,0.39,0.011,0.289,0.558,0.052,0.124,0.193,2.2,0.929,0.971,0.052,0.957,0.923,1
25Q670,Robert F. Kennedy Community High School,702,0.83,0.88,0.75,0.91,0.87,0.89,2.84,2.88,0.08,0.175,0.014,0.7,0.038,0.621,0.355,0.128,0.349,0.14,2.9,0.864,0.898,0.318,0.959,0.576,0.92
26Q315,Business Technology Early College High School,519,0.86,0.89,0.8,0.91,0.93,0.93,3.05,2.92,0.04,0.125,0.002,0.59,0.075,0.491,0.245,0.439,0.193,0.062,2.4,0.677,0.866,0.405,0.984,N<15,0.94
26Q415,Benjamin N. Cardozo High School,3609,0.75,0.75,0.61,0.7,0.76,0.78,3.22,3.33,0.046,0.134,0.034,0.51,0.037,0.421,0.422,0.215,0.208,0.136,2.9,0.816,0.92,0.22,0.963,0.774,0.9
26Q430,Francis Lewis High School,4492,0.83,0.88,0.77,0.87,0.76,0.89,3.29,3.49,0.105,0.146,0.047,0.6,0.05,0.493,0.567,0.061,0.215,0.149,5.9,0.904,0.921,0.204,0.968,0.802,0.9
26Q435,Martin Van Buren High School,1162,0.81,0.8,0.64,0.77,0.81,0.82,2.76,2.58,0.13,0.115,0.024,0.67,0.083,0.559,0.288,0.453,0.176,0.032,7.1,0.924,0.878,0.359,0.967,0.405,0.79
26Q495,Bayside High School,2850,0.81,0.87,0.69,0.87,0.84,0.89,3.11,3.23,0.082,0.166,0.037,0.52,0.059,0.416,0.379,0.131,0.25,0.198,10.9,0.93,0.928,0.219,0.97,0.775,0.98
26Q566,"Queens High School of Teaching, Liberal Arts and t",1070,0.59,0.57,0.61,0.52,0.84,0.7,2.88,2.68,0.024,0.201,0.002,0.41,0.029,0.329,0.207,0.526,0.148,0.072,2.7,0.828,0.9,0.306,0.957,0.675,0.93
27Q260,Frederick Douglass Academy VI High School,346,0.73,0.76,0.62,0.77,0.76,0.77,2.39,2.04,0.303,0.199,0.017,0.88,0.194,0.659,0.012,0.491,0.462,0.006,4.9,0.769,0.782,0.592,0.971,0.29,0.48
27Q262,Channel View School for Research,553,0.81,0.84,0.72,0.85,0.89,0.88,3.01,2.76,0.014,0.125,0.011,0.63,0.029,0.524,0.071,0.456,0.316,0.141,4.8,0.716,0.897,0.363,0.958,0.58,0.93
27Q302,"Queens High School for Information, Research, and",466,0.86,0.96,0.8,0.98,0.9,0.96,2.61,2.34,0.217,0.208,0.009,0.81,0.109,0.661,0.052,0.408,0.483,0.032,5,0.867,0.847,0.425,0.969,0.428,0.82
27Q308,Robert H. Goddard High School of Communication Art,629,0.84,0.86,0.78,0.88,0.87,0.9,3.01,2.79,0.038,0.194,0.025,0.57,0.038,0.477,0.262,0.075,0.377,0.238,8.9,0.947,0.933,0.189,0.971,0.698,0.92
27Q309,Academy of Medical Technology: A College Board Sch,400,0.78,0.81,0.72,0.8,0.89,0.87,2.69,2.32,0.168,0.155,0.003,0.83,0.085,0.703,0.075,0.383,0.475,0.043,3.7,0.88,0.857,0.444,0.971,0.539,0.67
27Q314,Epic High School - South,382,0.77,0.88,0.73,0.91,0.88,0.94,2.66,2.45,0.089,0.194,0.065,0.66,0.065,0.573,0.275,0.319,0.285,0.031,3.1,0.556,0.843,0.516,0.953,N<15,0.83
27Q323,Scholars' Academy,691,0.84,0.8,0.78,0.85,0.93,0.85,3.85,4.05,0,0.148,0.064,0.35,0.013,0.243,0.145,0.207,0.208,0.427,14.1,0.743,0.935,0.173,0.964,0.959,1
27Q324,Rockaway Park High School for Environmental Sustai,304,0.79,0.8,0.68,0.86,0.8,0.89,2.57,2.25,0.122,0.293,0.003,0.85,0.168,0.757,0.03,0.431,0.401,0.092,8.4,0.917,0.776,0.627,0.967,0.397,0.74
27Q334,Epic High School - North,411,0.71,0.61,0.66,0.76,0.92,0.82,2.72,2.53,0.097,0.153,0,0.69,0.073,0.582,0.273,0.168,0.414,0.054,0.9,0.556,0.851,0.452,0.975,N<15,0.81
27Q351,Rockaway Collegiate High School,306,0.78,0.64,0.59,0.79,0.79,0.78,2.47,2.26,0.082,0.304,0.098,0.83,0.101,0.739,0.029,0.559,0.353,0.052,0.8,0.667,0.797,0.583,0.946,0.324,0.64
27Q400,August Martin High School,311,0.82,0.9,0.72,0.95,0.92,0.9,2.4,2.18,0.061,0.232,0.01,0.72,0.132,0.624,0.125,0.666,0.148,0.013,4.1,0.643,0.885,0.378,0.992,0.31,0.84
27Q475,Richmond Hill High School,1576,0.77,0.8,0.69,0.84,0.88,0.86,2.68,2.54,0.23,0.143,0.039,0.77,0.073,0.624,0.315,0.123,0.456,0.041,5.9,0.847,0.877,0.352,0.96,0.461,0.68
27Q480,John Adams High School,2366,0.79,0.78,0.65,0.84,0.85,0.83,2.71,2.49,0.139,0.14,0.046,0.75,0.115,0.615,0.361,0.245,0.322,0.027,7.1,0.657,0.87,0.383,0.958,0.383,0.82
27Q650,"High School for Construction Trades, Engineering a",1066,0.84,0.9,0.77,0.9,0.9,0.9,3.28,3.35,0.016,0.162,0.003,0.53,0.019,0.421,0.308,0.09,0.365,0.119,9.4,0.815,0.939,0.168,0.96,0.792,0.98
28Q157,J.H.S. 157 Stephen A. Halsey,38,0.86,0.85,0.78,0.88,0.89,0.9,2.41,2.41,0.289,0.316,0.211,0.82,0.132,0.737,0.289,0.158,0.237,0.316,13.9,0.75,0.923,0.263,0.969,N<15,N<15
28Q167,Metropolitan Expeditionary Learning School,454,0.8,0.84,0.73,0.88,0.92,0.89,2.98,2.82,0.007,0.194,0.02,0.53,0.044,0.436,0.161,0.183,0.441,0.152,9.1,0.836,0.936,0.187,0.968,0.77,0.95
28Q284,York Early College Academy,368,0.86,0.86,0.76,0.87,0.93,0.91,3.45,3.61,0,0.092,0.005,0.5,0.046,0.399,0.272,0.514,0.092,0.011,3.6,0.933,0.933,0.173,0.97,0.852,0.97
28Q310,Queens Collegiate: A College Board School,416,0.78,0.79,0.65,0.8,0.85,0.85,2.78,2.66,0.123,0.149,0.012,0.69,0.063,0.567,0.303,0.399,0.192,0.014,11.1,0.83,0.862,0.4,0.946,0.485,0.82
28Q325,Hillside Arts & Letters Academy,447,0.89,0.96,0.8,0.97,0.88,0.95,2.69,2.41,0.141,0.192,0.016,0.71,0.081,0.615,0.201,0.412,0.293,0.025,4.1,0.793,0.868,0.398,0.982,0.49,0.91
28Q328,High School for Community Leadership,464,0.83,0.97,0.71,0.97,0.92,0.93,2.83,2.62,0.149,0.155,0.006,0.69,0.097,0.575,0.231,0.353,0.28,0.045,9.1,0.821,0.841,0.519,0.973,0.709,0.94
28Q350,Jamaica Gateway to the Sciences,494,0.88,0.88,0.77,0.93,0.89,0.9,2.91,2.95,0.099,0.148,0.006,0.65,0.109,0.559,0.381,0.344,0.16,0.026,8.1,0.767,0.898,0.335,0.972,0.655,0.91
28Q440,Forest Hills High School,3806,0.76,0.66,0.61,0.53,0.77,0.66,3.19,3.25,0.086,0.159,0.045,0.59,0.046,0.463,0.241,0.071,0.354,0.295,.,0.885,0.882,0.287,0.961,0.699,0.87
28Q505,Hillcrest High School,3300,0.81,0.83,0.68,0.83,0.81,0.87,2.86,2.74,0.18,0.109,0.045,0.73,0.089,0.602,0.325,0.263,0.337,0.032,5.5,0.874,0.866,0.339,0.963,0.506,0.78
28Q620,Thomas A. Edison Career and Technical Education Hi,2196,0.81,0.79,0.74,0.8,0.81,0.83,3.39,3.51,0.022,0.135,0.054,0.61,0.043,0.519,0.483,0.178,0.232,0.041,6.9,0.85,0.938,0.141,0.966,0.629,0.92
28Q680,Queens Gateway to Health Sciences Secondary School,426,0.71,0.65,0.61,0.63,0.78,0.67,3.54,3.59,0.019,0.131,0.012,0.52,0.028,0.441,0.451,0.265,0.11,0.052,7.2,0.7,0.931,0.184,0.961,0.862,0.96
28Q686,Queens Metropolitan High School,1104,0.81,0.84,0.75,0.87,0.86,0.88,3.08,2.94,0.032,0.172,0.045,0.44,0.033,0.35,0.101,0.037,0.425,0.427,3,0.882,0.92,0.228,0.959,0.545,0.91
28Q687,Queens High School for the Sciences at York Colleg,475,0.8,0.69,0.77,0.59,0.85,0.76,4.06,4.31,0,0,0,0.49,0.021,0.394,0.819,0.032,0.04,0.061,2.7,0.815,0.969,0.078,0.972,0.897,1
28Q690,High School for Law Enforcement and Public Safety,462,0.73,0.81,0.67,0.84,0.87,0.85,2.62,2.42,0.069,0.212,0.091,0.69,0.121,0.6,0.123,0.578,0.247,0.017,5.6,0.742,0.868,0.372,0.971,0.575,0.81
28Q896,"Young Women's Leadership School, Queens",299,0.81,0.82,0.74,0.83,0.88,0.89,3.4,3.24,0.017,0.164,0,0.6,0.07,0.495,0.358,0.431,0.104,0.033,6.1,0.914,0.921,0.264,0.981,0.798,0.99
29Q243,Institute for Health Professions at Cambria Height,413,0.83,0.93,0.77,0.96,0.88,0.95,2.85,2.53,0.097,0.107,0.01,0.68,0.09,0.603,0.107,0.705,0.131,0.019,6.1,0.656,0.87,0.439,0.969,0.463,0.89
29Q248,Queens Preparatory Academy,387,0.58,0.55,0.6,0.47,0.86,0.68,2.51,2.24,0.116,0.14,0.01,0.66,0.134,0.584,0.036,0.819,0.085,0.018,14.1,0.792,0.81,0.458,0.952,0.383,0.79
29Q259,Pathways College Preparatory School: A College Boa,353,0.8,0.89,0.66,0.9,0.91,0.9,2.79,2.42,0.048,0.147,0.011,0.52,0.071,0.445,0.065,0.853,0.045,0.017,2.9,0.833,0.901,0.238,0.972,0.494,0.84
29Q265,Excelsior Preparatory High School,438,0.73,0.91,0.69,0.92,0.9,0.9,2.66,2.33,0.078,0.16,0.03,0.59,0.098,0.493,0.025,0.822,0.082,0.025,9,0.962,0.863,0.385,0.971,0.408,0.84
29Q272,George Washington Carver High School for the Scien,417,0.84,0.84,0.7,0.83,0.86,0.87,2.72,2.48,0.05,0.173,0.026,0.62,0.101,0.518,0.043,0.734,0.151,0.012,15.1,0.926,0.847,0.374,0.941,0.474,0.72
29Q283,Preparatory Academy for Writers: A College Board S,371,0.83,0.71,0.8,0.76,0.82,0.81,2.89,2.65,0.024,0.151,0.022,0.53,0.059,0.453,0.03,0.903,0.057,0,10,0.97,0.845,0.416,0.958,0.628,0.89
